KEY	VALUE	COMMENTS
__id	en
ui.heatlevel.3	<sprite name="ui heat level 3">
ui.heatlevel.4	<sprite name="ui heat level 4">

ui.heatleveltext	Heat level: <i>none</i>
ui.heatlevelexpn	This is a quiet part of the city, nobody has made a lasting impression here. Not yet anyway.
ui.heatleveltext.1	Heat level: <i>barely any</i>
ui.heatlevelexpn.1	Police heard about some suspicious goings-on at this corner, but they're not too interested.
ui.heatleveltext.2	Heat level: <i>some</i>
ui.heatlevelexpn.2	Police are said to be sniffing around. Be cautious so you don't get pinched.
ui.heatleveltext.3	Heat level: <i>high</i>
ui.heatlevelexpn.3	Police are definitely interested in what goes on around here. Expect police visits, unless they're paid off.
ui.heatleveltext.4	Heat level: <i>extreme</i>
ui.heatlevelexpn.4	This corner is as hot as it gets. Expect frequent police visits, unless they're paid off.

ui.indays	in {num} days
ui.indays.1	in {num} day
ui.days	{num} days
ui.days.1	{num} day
ui.turns	{num} turns
ui.turns.1	{num} turn

ui.trade.sellonce	<sprite name="ui sell">
ui.trade.sellonce.text	Offer to sell
ui.trade.sellonce.up-to	(Sells up to {qtyString})
ui.trade.sellonce.sales	Sales: {price}

ui.trade.buyonce	<sprite name="ui buy">
ui.trade.buyonce.text	Offer to buy
ui.trade.buyonce.up-to	(They want to buy up to {qtyString})
ui.trade.buyonce.costvcash	Cost: {price}.   You have: {cash}

ui.trade.buysell	<sprite name="ui buy sell">

ui.trade.delivery.sell	Sold {resdesc} to {bizdesc} per our scheduled order.
ui.trade.delivery.sinfo	{status} {extra}\n\nWe received {cash}.
ui.trade.delivery.buy	Bought {resdesc} from {bizdesc} per our scheduled order.
ui.trade.delivery.binfo	{status} {extra}\n\nTotal cost: {cash}.

ui.trade.transfer	Transfer money


ui.qty	{qty}
ui.percentage	{x}%
ui.amt-full	({percentage} full)
ui.trade.order.mo	Set up a one-time order
ui.trade.trade.mo	Set up a recurring order, assuming you have a good enough relationship.
ui.trade.cancel.mo	Cancel this order

ui.itempicker.one-time.buy	Make a one-time purchase
ui.itempicker.one-time.sell	Make a one-time sale
ui.itempicker.biz-stock	Their stock
ui.itempicker.offer	You offer
ui.itempicker.car-inv	Your car inventory

ui.moneypicker.money-header	Move money between your car and the Gambling House
ui.moneypicker.building-inventory	Cash in the building
ui.moneypicker.vehicle-inventory	Cash in your car

ui.volume	Volume: {vol}
ui.volume.ft3	{num} ft�
ui.volume.m3	{num} m�

ui.length.in	{num} in
ui.length.ft	{big}'{small}"
ui.length.m	{big}.{small}m

ui.arrowpick.icon.mo	Delivery: {icon}
ui.arrowpick.no-icon.mo	Delivery

ui.moneypos	${amt}
ui.moneyneg	-${amt}
ui.numpos	+{num}
ui.numneg	-{num}

ui.list.1	{0}
ui.list.2	{0} and {1}
ui.list	{0}, {rest}

ui.value.prop-none	{name}: 0
ui.value.rising	(rising to {toval})
ui.value.falling	(falling to {toval})
ui.value.indented	{value}<indent=40>{msg}</indent>
ui.value.from	{fromval} {arrow}  {difference}

ui.resource.line-a-b	{a} {b}
ui.resource.line-ax-b	{a}x {b}
ui.resource.line-a-b-c	{a} {b} {c}
ui.resource.line-ax-b-c	{a}x {b} {c}
ui.resource.line-a-at-b	{a} @ {b} each
ui.resource.is-illegal	\n\n<i>Illegal resource</i>

ui.every-x-days.1	every day
ui.every-x-days	every {num} days
ui.in-x-days.1	in 1 day
ui.in-x-days	in {num} days

ui.numberplacement.1	1st
ui.numberplacement.2	2nd
ui.numberplacement.3	3rd
ui.numberplacement.4	4th
ui.numberplacement.5	5th
ui.numberplacement.6	6th
ui.numberplacement.7	7th
ui.numberplacement.8	8th
ui.numberplacement.9	9th
ui.numberplacement.10	10th
ui.numberplacement.11	11th
ui.numberplacement.12	12th
ui.numberplacement.13	13th
ui.numberplacement.14	14th
ui.numberplacement.15	15th
ui.numberplacement.16	16th
ui.numberplacement.17	17th
ui.numberplacement.18	18th
ui.numberplacement.19	19th
ui.numberplacement.20	20th
ui.numberplacement.21	21st
ui.numberplacement.22	22nd
ui.numberplacement.23	23rd
ui.numberplacement.24	24th
ui.numberplacement.25	25th
ui.numberplacement.26	26th
ui.numberplacement.27	27th
ui.numberplacement.28	28th
ui.numberplacement.29	29th
ui.numberplacement.30	30th
ui.numberplacement.31	31st
ui.numberplacement.32	32nd
ui.numberplacement.33	33rd
ui.numberplacement.34	34th
ui.numberplacement.35	35th
ui.numberplacement.36	36th
ui.numberplacement.37	37th
ui.numberplacement.38	38th
ui.numberplacement.39	39th
ui.numberplacement.40	40th
ui.numberplacement.41	41st
ui.numberplacement.42	42nd
ui.numberplacement.43	43rd
ui.numberplacement.44	44th
ui.numberplacement.45	45th
ui.numberplacement.46	46th
ui.numberplacement.47	47th
ui.numberplacement.48	48th
ui.numberplacement.49	49th
ui.numberplacement.50	50th
ui.numberplacement.51	51st
ui.numberplacement.52	52nd
ui.numberplacement.53	53rd
ui.numberplacement.54	54th
ui.numberplacement.55	55th
ui.numberplacement.56	56th
ui.numberplacement.57	57th
ui.numberplacement.58	58th
ui.numberplacement.59	59th
ui.numberplacement.60	60th
ui.numberplacement.61	61st
ui.numberplacement.62	62nd
ui.numberplacement.63	63rd
ui.numberplacement.64	64th
ui.numberplacement.65	65th
ui.numberplacement.66	66th
ui.numberplacement.67	67th
ui.numberplacement.68	68th
ui.numberplacement.69	69th
ui.numberplacement.70	70th

ui.init.loading	Loading game: {cityname}
ui.init.mapgen	Generating city map: {cityname}
ui.init.citygen	Populating city map: {cityname}, {year}
ui.init.final	The After Prohibiton Mod Version 1.3: Days Of Prohibition 1920
ui.init.alphabeta	See a bug? Report it! Press F1 when in the game.

ui.hud.dateturn	{date}  (Turn #{turn})
ui.hud.nextturn	NEXT TURN
ui.hud.player	AI: {percent}
ui.hud.money-turn	{money}   <size=75%>({deltaString} this turn)</size>
ui.hud.money-turn-short	{money}   <size=75%>{deltaString}</size>

ui.hud.saving.up	<sprite name="ui clock"> SAVING THE GAME...
ui.hud.writing.up	<sprite name="ui clock"> WRITING TO DISK...
ui.hud.saving	Saving, please wait...

ui.hud.peeps	<sprite name="ui peep">: {num}/{max}
ui.hud.cars	<sprite name="ui car">: {num}/{max}
ui.hud.trucks	<sprite name="ui truck">: {num}/{max}
ui.hud.corners	<sprite name="ui corner"> : {num}
ui.hud.peeps.mo	Crew capacity: {max} or less\nCrew cap is based on your territory size.\n\n{explanation}
ui.hud.cars.mo	Passenger vehicle limit: {max} or less\nCar capacity is based on crew size and available parking.\n\n{explanation}
ui.hud.trucks.mo	Cargo vehicle limit: {max} or less\nTruck capacity is based on skills and available parking.\n\n{explanation}
ui.hud.corners.mo	Corners under your control: {num}

ui.hud.unknown	<b>{name}</b>\n{desc}\n\n{footer}
ui.hud.unknown.resname	Unknown residence
ui.hud.unknown.bizname	Unknown business
ui.hud.unknown.civicname	Unknown building
ui.hud.unknown.notexplored	This area has not been explored yet. Send someone from your crew to check it out!

ui.hud.known.resfooter.1	Name on the mailbox: {names}
ui.hud.known.resfooter	Names on the mailboxes: {names}
ui.hud.known.resfooter.many	Names on the mailboxes include: {names}, and more
ui.hud.known.bizsmall	Just another small business, like so many across the city. You don't know what goes on in there.
ui.hud.known.bizlarge	An impressive looking building. You don't know what goes on in there.

ui.rename.title	<b>Gaining Renown</b>
ui.rename.header.you	You're gaining quite the reputation around these parts! You can pick a street name that people will know you by:
ui.rename.header.m	Your crew member {name} is gaining quite the reputation around these parts! You can pick a fitting street name for him, which will be used from now on:
ui.rename.header.f	Your crew member {name} is gaining quite the reputation around these parts! You can pick a fitting street name for her, which will be used from now on:
ui.rename.example-nickname	Scarface
ui.rename.describe	The name will be displayed as:\n<align=center><b>{longname}</b></align>\nor "{shortname}" in your crew list.
ui.rename.footer	Please consider the street name carefully, it can only be assigned once. You can also decline, and stay with your given name.

ui.rename.random-nickname.m	Scarface
ui.rename.random-nickname.m	Albo
ui.rename.random-nickname.m	Bats
ui.rename.random-nickname.m	Lucky
ui.rename.random-nickname.m	Beans
ui.rename.random-nickname.m	Peanut
ui.rename.random-nickname.m	Fats
ui.rename.random-nickname.m	Iceman
ui.rename.random-nickname.m	Smiley
ui.rename.random-nickname.m	Bugs
ui.rename.random-nickname.m	Bloodhound
ui.rename.random-nickname.m	Snake
ui.rename.random-nickname.m	Sticks
ui.rename.random-nickname.m	Boobie
ui.rename.random-nickname.m	Chin
ui.rename.random-nickname.m	Chappy
ui.rename.random-nickname.m	The Enforcer
ui.rename.random-nickname.m	The Owl
ui.rename.random-nickname.m	Deadeye
ui.rename.random-nickname.m	Potatoes
ui.rename.random-nickname.m	Rusty
ui.rename.random-nickname.m	Blackjack
ui.rename.random-nickname.m	Bugsy
ui.rename.random-nickname.m	Machine Gun
ui.rename.random-nickname.m	Dutch
ui.rename.random-nickname.m	The Shadow
ui.rename.random-nickname.m	Snake Eyes
ui.rename.random-nickname.m	Ice Pick
ui.rename.random-nickname.m	Mad Dog
ui.rename.random-nickname.m	The Hammer
ui.rename.random-nickname.m	The Shark
ui.rename.random-nickname.m	Lefty
ui.rename.random-nickname.m	The Duke
ui.rename.random-nickname.m	Smokey
ui.rename.random-nickname.m	The Torch
ui.rename.random-nickname.m	The Hammer
ui.rename.random-nickname.m	Two Guns
ui.rename.random-nickname.m	The Shadow
ui.rename.random-nickname.m	The Butcher
ui.rename.random-nickname.m	The Fixer
ui.rename.random-nickname.m	The Bull
ui.rename.random-nickname.m	The Blade

ui.rename.random-nickname.f	Black Widow
ui.rename.random-nickname.f	Babyface
ui.rename.random-nickname.f	Kango
ui.rename.random-nickname.f	Quick Draw
ui.rename.random-nickname.f	The Ice Queen
ui.rename.random-nickname.f	Steel Heart
ui.rename.random-nickname.f	The Cat
ui.rename.random-nickname.f	Foxy
ui.rename.random-nickname.f	Nightshade
ui.rename.random-nickname.f	Goldie
ui.rename.random-nickname.f	Princess
ui.rename.random-nickname.f	The Widowmaker
ui.rename.random-nickname.f	Scarlet Blade
ui.rename.random-nickname.f	Little Red
ui.rename.random-nickname.f	Peaches
								  
ui.rename.random-nickname.f	The Flame
ui.rename.random-nickname.f	Silent Step
ui.rename.random-nickname.f	Black Widow
ui.rename.random-nickname.f	Lady Luck
ui.rename.random-nickname.f	Queenie
ui.rename.random-nickname.f	Gun Moll
								 
									   
								 
ui.rename.random-nickname.f	The Tigress
ui.rename.random-nickname.f	Angel Eyes
ui.rename.random-nickname.f	Ruby Red
ui.rename.random-nickname.f	Diamond Lil
ui.rename.random-nickname.f	Bloody Mary
ui.rename.random-nickname.f	The Countess
ui.rename.random-nickname.f	Mama Rose
									
ui.rename.random-nickname.f	Velvet
ui.rename.random-nickname.f	Jezebel
ui.rename.random-nickname.f	Kitty Claws
ui.rename.random-nickname.f	Sugar
ui.rename.random-nickname.f	The Duchess
ui.rename.random-nickname.f	Silk								 
									
									 

ui.name.simple	{title} {first} {last}
ui.name.nicklong	{title} {first} "{nickname}" {last}
ui.name.nickshort	{title} {nickname} {last}
ui.name.title-cops	Officer
ui.name.title-feds	Agent

ui.vehicle-cond.good	good
ui.vehicle-cond.clunker	acceptable
ui.vehicle-cond.junk	unusable
ui.vehicle-cond.worn	worn
ui.vehicle-cexp.good	good condition
ui.vehicle-cexp.clunker	acceptable condition
ui.vehicle-cexp.junk	unusable condition
ui.vehicle-cext.worn	worn condition

ui.convo.person.mo	Show owner info
ui.convo.biz.mo	Show business info
ui.convo.rel.mo	Show relationship info

ui.personinfo.mouseover	{name}\n\n{ethAndAge}\n\n{workplace}
ui.personinfo.mouseover.short	{name}\n{workplace}\n{details}

ui.personinfo.infostring	{name} {ifDead} ({eth}, b. {born})
ui.personinfo.infostring.short	{reltoyou}. {age}. {eth}.
ui.personinfo.age-eth	{age}. {eth}.


ui.personinfo.crew.you	You are the boss of your crew.
ui.personinfo.crew.peep	{name} belongs to your crew.
ui.personinfo.crew.action	Current activity: {action}
ui.personinfo.crew.skills	Shared skills: {num} <sprite name="ui skills">
ui.personinfo.crew.skills.1	Shared skill: {num} <sprite name="ui skills">
ui.personinfo.crew.skills.mo	These skills are shared by all of your crew members.\nView the "crew skills" report to learn more.\n
ui.personinfo.crew.levelups	New <sprite name="ui level up"> experience available!
ui.personinfo.crew.levelups.mo	Crew members gain experience from the tasks they do.

ui.personinfo.conn.yours	Your connections:
ui.personinfo.conn.common	Connections you have in common:

ui.personinfo.skill.oneline	�<indent=15>{item}</indent>

ui.personinfo.goto.mo	Go to the location
ui.personinfo.traits-header	Personality traits:
ui.personinfo.trait	�<indent=15>{traitname}</indent>
ui.personinfo.trait.details	�<indent=15><b>{traitname}</b> <i>({traitdesc})</i></indent>
ui.personinfo.trait.icons	{traits}: <size=125%>{icons}</size>

ui.personinfo.levelups.header	<b>{name}</b>\nSelect which ability to improve:

ui.personinfo.levelups-none	Experience: none yet
ui.personinfo.levelups.oneline	�<indent=15>{levelup}</indent>
ui.personinfo.levelups.details	�<indent=15>{levelup}\n<i>{details}</i></indent>
ui.personinfo.levelups.ticker	{name} has gained experience from all the hard work.\n\nSelect what ability they should improve.
ui.personinfo.levelups.available	<b>{name}</b> - improve to level {num}\n{desc}
ui.personinfo.levelups.icons.0	Experience: none yet
ui.personinfo.levelups.icons	Experience: {icons}

ui.personinfo.filter.header	Filter:
ui.personinfo.filter.everyone	All shared connections
ui.personinfo.filter.family	All known family members
ui.personinfo.filter.friends	All known acquaintances
ui.personinfo.filter.gangs	Outfit members
ui.personinfo.filter.goons	Troublemakers
ui.personinfo.filter.cops	Police and federal agents

ui.personinfo.unemployed	Unemployed
ui.personinfo.age	{years} years old
ui.personinfo.dead	Deceased

ui.personinfo.status.defiant	Demand status: <i>defiant</i>
ui.personinfo.status.compliant	Demand status: <i>compliant</i>
ui.personinfo.occ.none	Not employed
ui.personinfo.occ.unk	Occupation unknown
ui.personinfo.occ.info	Works at {bizname}
ui.personinfo.occ.politician	Politician at {ward}
ui.personinfo.selected.human	This is you:
ui.personinfo.selected.not-human	Works for you:

ui.personinfo.selected.goon	Local troublemaker
ui.personinfo.selected.opp.boss	Boss of
ui.personinfo.selected.opp.goon	Works for

ui.personinfo.selected.unknown	Works for someone you don't know

ui.personinfo.rel-exp.opinion	<b>Their opinion of you: {rating} pts</b>
ui.personinfo.rel-exp.none	<b>Their opinion of you: none</b>

ui.personinfo.action-string.idle	Idle
ui.personinfo.action-string.driving	Driving
ui.personinfo.action-string.busy	Busy

ui.personinfo.selected.compose	{prefix}: {groupname} {compliance}

ui.personinfo.dialog.header	<size=150%>{name}</size>\n{workplace}\n{details}



ui.stationinfo.header	{groupname}\n{precinct}
ui.stationinfo.loc	Location:\n{cornerinfo}
ui.stationinfo.status.coop	Status:\nCooperating
ui.stationinfo.status.noop	Status:\nNot cooperating
ui.stationinfo.officers	Officers on duty:
ui.stationinfo.officers.card.influenced	\n<i>(Under your influence)</i>
ui.stationinfo.officers.card.name	{name} {influenced}

ui.icon.movement	<sprite name="ui movement pts">
ui.icon.actions	<sprite name="ui action pts">
ui.icon.health	<sprite name="ui health">
ui.icon.car	<sprite name="ui car">
ui.icon.weapon	<sprite name="res cat weapons">
ui.icon.tire	<sprite name="ui tire">

ui.combine.icon-and-name	{icon} {name}
ui.combine.icon-name-and-units	{icon} {name}: {qtyunits}
ui.combine.icon-and-desc	{icon}<indent=30>{desc}</indent>

ui.xp	<sprite name="xp general">
ui.xp.num	{num} <sprite name="xp general">
ui.xp.plus	<sprite name="ui level up"><sprite name="ui xp arrow">

ui.conn	<sprite name="ui pip social">
ui.conn.num	{num} <sprite name="ui pip social">
ui.conn.qmark	<sprite name="ui pip social">

ui.movementcost	<size=75%>{num} <sprite name="ui movement pts"></size>
ui.movementcost.fail	INSUFFICIENT\n<sprite name="ui movement pts"> MOVEMENT POINTS
ui.actioncost.fail	INSUFFICIENT\n<sprite name="ui action pts"> ACTION POINTS

ui.playerskills.learned	Your crew learned a new skill: <b>{name}</b>\n\n{desc}\n\nEveryone in your crew can now benefit from this new knowledge.
ui.playerskills.resource	You learned about a new resource!\n\n{name}: {desc}\n\nSome businesses may be interested in this resource, either the ones you already know about, or ones that are yet to be discovered.

ui.crewlistinfo.header	Crew Information
ui.crewlistinfo.desc	Click on an entry for more information about them
ui.crewlistinfo.current	Current crew
ui.crewlistinfo.past	Past crew
ui.crewlistinfo.potential	People looking to join your crew
ui.crewlistinfo.tmpl.current	{name}
ui.crewlistinfo.tmpl.past	{name} <size=80%>(Deceased)</size>
ui.crewlistinfo.tmpl.potential	{name}\n<size=80%>Interested in your outfit</size>
ui.crewlistinfo.desc.header	<size=150%>{name}</size>\n{workplace}\n{details}
ui.crewlistinfo.desc.current	Current salary: {money} per turn.\n{details}
ui.crewlistinfo.desc.past	This crew member died in {year}.\nFamily support payments: {money} per turn.
ui.crewlistinfo.desc.potential	{firstname} is looking for a job. If you're interested in expanding your outfit, go talk to {friendname} to get an introduction.
ui.crewlistinfo.desc.details	{traits}\n\n{levelups}
ui.crewlistinfo.with-trait	With Trait:
ui.crewlistinfo.any-trait	Any

ui.crewinfo.manage.mo	Manage crew
ui.crewinfo.peep.mo	Get more information\nabout this crew member
ui.crewinfo.corner.mo	Get more information about\nthis corner
ui.crewinfo.scheme.mo	Open this crew's current scheme
ui.crewinfo.goto.mo	Focus view on this corner
ui.crewinfo.vehicle.mo	Assign to one of your vehicles\nor to manage your buildings
ui.crewinfo.automate.mo	Edit delivery route
ui.crewinfo.name	<b>{name}</b>
ui.crewinfo.namedead	{name}
ui.crewinfo.descdead	<i>Deceased</i>
ui.crewinfo.descaction	<i>{action}</i>
ui.crewinfo.descpoints	<sprite name="ui action pts"> {actions}  <sprite name="ui movement pts"> {movements}
ui.crewinfo.pickone	Pick someone to talk to them.
ui.crewinfo.pickone.safehouse	Choose someone to interact with this safehouse.
ui.crewinfo.pickone.biz	Select someone to talk to this business.
ui.crewinfo.pickone.civic	Select someone to interact with this civic building.
ui.crewinfo.newhire	New crew member: {name}.\n\nYour new crew member checked in at your main safehouse, eagerly awaiting orders.

ui.crewinfo.edit-button.mo	Reorganize entries
ui.crewinfo.edit-card.mo	Click on this entry to move it

ui.crewinfo.module	{name}
ui.crewinfo.nomodule	<i>No operation</i>
ui.crewinfo.manager	<b>{name}</b>, mngr.
ui.crewinfo.nomanager.desc	No manager
ui.crewinfo.nomanager.gambling	<sprite name="ui gambling unfunded"> No manager

ui.crewinfo.building.mo	<b>{bizname}</b>\nOperation: {opname}\nManager: {peepname}
ui.crewinfo.building.mo.none	none	;; e.g. "Manager: none" or "Operation: none"
ui.crewinfo.building.mo.nooperation	\n\nNo operation. You can install a backroom operation in this building.
ui.crewinfo.building.mo.nomanager	\n\nNo manager. Assign one of your crew members to manage this building.
ui.crewinfo.building.mo.resultcash	<sprite name="ui arr big right"> <sprite name="res cash">
ui.crewinfo.building.mo.resultres	<sprite name="ui arr big right">
ui.crewinfo.building.mo.cycletime	\nevery {consumeDays} days ({consumeTurns} turns)
ui.crewinfo.building.mo.cycletime-with-progress	\nevery {consumeDays} days ({consumeTurns} turns). {percentage} done.
ui.crewinfo.building.mo.buildtime	Under construction\n{daysleft} more days ({turnsleft} turns)

ui.crewinfo.desc-idle	Unassigned
ui.crewinfo.desc-manager	{bizname}
ui.crewinfo.desc-arrested	Arrested, awaiting trial on {date}
ui.crewinfo.desc-imprisoned	In federal prison until {date}
ui.crewinfo.scheming	On a Scheme

ui.crewinfo.name-and-group	\n<size=80%>{group}</size>

ui.crewinfo.vehicle.describe	\n\n{inventory}

ui.crewlist.header.currmax	Your crew ({current}/{max}):

ui.crewinfo.delivery-manage	MANAGE <sprite name="ui delivery route">
ui.crewinfo.delivery-setup	<align=center><i>Click to set up a new delivery</i></align>
ui.crewinfo.delivery-noassign	Nobody assigned

ui.crewinfo.crewtype.muscle	Muscle
ui.crewinfo.crewtype.building	Buildings
ui.crewinfo.crewtype.deliveries	Deliveries
ui.crewinfo.crewtype.none-crew	Unassigned Crew
ui.crewinfo.crewtype.none-vehicle	Unassigned Vehicles
ui.crewinfo.crewtype.in-scheme	Scheming

ui.crewinfo.act-cost.move	Costs {cost} <sprite name="ui action pts"> action points
ui.crewinfo.act-cost.action	Costs {cost} <sprite name="ui movement pts"> movement points

ui.crewinfo.popup.mgmt	Crew Management

ui.crewinfo.mo-action-pts	<sprite name="ui action pts"> action points
ui.crewinfo.mo-movement-pts	<sprite name="ui movement pts"> movement points
ui.crewinfo.mo-remaining	Remaining this turn:\n<indent=10><b>{actionLeft}</b> {actionPtsLabel}</indent>\n<indent=10><b>{movementLeft}</b> {movementPtsLabel}</indent>\n\n
ui.crewinfo.mo-generated	Points generated next turn:
ui.crewinfo.mo-line	<indent=10>{points} {label}</indent>
ui.crewinfo.mo-arrested	{name} is in federal jail awaiting trial! \nIf you have any <b>friends in the police department,</b>\nthey might be able to get them out.\n\n
ui.crewinfo.veh-desc	Contains repair bays and/or parking spots

ui.crewinfo.stat.peepskilled	People Killed {value}
ui.crewinfo.stat.boozesold	Booze Sold {value}
ui.crewinfo.stat.boozeproduced	Booze Produced {value}
ui.crewinfo.stat.totaltransactions	Total Transactions {value}
ui.crewinfo.stat.convos	Conversations {value}
ui.crewinfo.stat.goondeals	Business Deals With Goons {value}
ui.crewinfo.stat.gamblersextorted	Gamblers Extorted {value}
ui.crewinfo.stat.gamblersforgiven	Gamblers Forgiven {value}
ui.crewinfo.stat.gamblerskicked	Gamblers Kicked {value}
ui.crewinfo.stat.businessesextorted	Businesses Extorted {value}
ui.crewinfo.stat.frontsprotected	Fronts Protected {value}
ui.crewinfo.stat.frontsattacked	Fronts Subverted {value}
ui.crewinfo.stat.buildingsattacked	Buildings Attacked {value}
ui.crewinfo.stat.buildingsrepaired	Buildings Repaired {value}
ui.crewinfo.stat.copsbribed	Cops Bribed {value}
ui.crewinfo.stat.arrested	Times Arrested {value}
ui.crewinfo.stat.drivedistance	Distance Driven {value}
ui.crewinfo.stat.nodescouted	Corners Scouted {value}
ui.crewinfo.stat.bizscouted	Businesses Discovered {value}
ui.crewinfo.stat.gangtruces	Truces Brokered {value}
ui.crewinfo.stat.resvisited	Residential Events Attended {value}
ui.crewinfo.stat.outpostsstarted	Fronts Established {value}
ui.crewinfo.stat.safehouseraids	Safehouses Looted {value}
ui.crewinfo.stat.peepsthreatened	People Threatened {value}
ui.crewinfo.stat.timesfought	Times Fought {value}
ui.crewinfo.stat.favorsredeemed	Favors Redeemed {value}
ui.crewinfo.stat.expansionsupgradesbuilt	Expansions/Upgrades Built {value}
ui.crewinfo.stat.politicalevents	Political Actions {value}
ui.crewinfo.stat.fame	People Befriended {value}

ui.crewinfo.stat.unit.corners	{value} corners
ui.crewinfo.stat.unit.corners.1	{value} corner
ui.crewinfo.stat.unit.people.1	{value} person
ui.crewinfo.stat.unit.people	{value} people
ui.crewinfo.stat.unit.units	{value} units
ui.crewinfo.stat.unit.units.1	{value} unit
ui.crewinfo.stat.unit.none	{value}

ui.crewinfo.stat.category.business	BUSINESS
ui.crewinfo.stat.category.warfare	GANG WARFARE
ui.crewinfo.stat.category.exploration	EXPLORATION
ui.crewinfo.stat.category.social	SOCIAL
ui.crewinfo.stat.category.gambling	RESIDENTIAL RACKET

ui.crewinfo.roles.boss.icon	<sprite name="mafia boss">
ui.crewinfo.roles.boss.title	Boss
ui.crewinfo.roles.boss.desc	The head of the organization. The pinnacle of all power...
ui.crewinfo.roles.boss.short	The supreme leader of the family

ui.crewinfo.roles.underboss.icon	<sprite name="trait aggressive">
ui.crewinfo.roles.underboss.title	Underboss
ui.crewinfo.roles.underboss.desc	The right hand of the Boss and second-in-command of the organization. Oversees daily operations on behalf of the Boss and directs all captains. Assumes full authority when the Boss is absent.
ui.crewinfo.roles.underboss.short	The Underboss is the second-in-command who manages all captains and relays the Boss's orders.

ui.crewinfo.roles.persuader.icon	<sprite name="scheme intimidator">
ui.crewinfo.roles.persuader.title	Intimidator
ui.crewinfo.roles.persuader.desc	One look from this crew member and people just fold and do what is asked. They've got a look and demeanor that says that they mean business. Send them out when you need to convince someone to do something they may not want to do on their own.
